ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2008-01-26,7.940292481888379,8.214346423410001,9.409817586243369,7.940292481888379,7.940292481888379,0.8767855792858984,0.8767855792858984,0.8767855792858984,-0.29587466310019817,-0.29587466310019817,-0.29587466310019817,1.1726602423860966,1.1726602423860966,1.1726602423860966,0.0,0.0,0.0,8.817078061174279
2008-01-27,7.938956000914396,8.579939475817035,9.775597589294817,7.938956000914396,7.938956000914396,1.2472606987475958,1.2472606987475958,1.2472606987475958,0.07233084405439143,0.07233084405439143,0.07233084405439143,1.1749298546932045,1.1749298546932045,1.1749298546932045,0.0,0.0,0.0,9.186216699661992
2008-01-28,7.9376195199404105,8.823093313397935,10.046617709665854,7.9376195199404105,7.9376195199404105,1.5240008016145947,1.5240008016145947,1.5240008016145947,0.351898146163058,0.351898146163058,0.351898146163058,1.1721026554515368,1.1721026554515368,1.1721026554515368,0.0,0.0,0.0,9.461620321555005
2008-01-29,7.936283038966426,8.589819648217215,9.864477657851504,7.936283038966426,7.936283038966426,1.2755275625940117,1.2755275625940117,1.2755275625940117,0.11178812257099388,0.11178812257099388,0.11178812257099388,1.1637394400230179,1.1637394400230179,1.1637394400230179,0.0,0.0,0.0,9.211810601560437
2008-01-30,7.934946557992441,8.40684075204593,9.641133907388372,7.934946557992441,7.934946557992441,1.073021141754281,1.073021141754281,1.073021141754281,-0.07643272556607465,-0.07643272556607465,-0.07643272556607465,1.1494538673203558,1.1494538673203558,1.1494538673203558,0.0,0.0,0.0,9.007967699746722
2008-02-01,7.932273596044472,8.339169292645456,9.555837218608369,7.932273596044472,7.932273596044472,1.0233558672156873,1.0233558672156873,1.0233558672156873,-0.0785606502281271,-0.0785606502281271,-0.0785606502281271,1.1019165174438144,1.1019165174438144,1.1019165174438144,0.0,0.0,0.0,8.95562946326016
2008-02-02,7.9309371150704875,8.079125829052446,9.342490299563002,7.9309371150704875,7.9309371150704875,0.7724012040897418,0.7724012040897418,0.7724012040897418,-0.2958746631001078,-0.2958746631001078,-0.2958746631001078,1.0682758671898496,1.0682758671898496,1.0682758671898496,0.0,0.0,0.0,8.70333831916023
2008-02-03,7.929600634096502,8.37103489096983,9.64631769257555,7.929600634096502,7.929600634096502,1.1002876715597594,1.1002876715597594,1.1002876715597594,0.07233084405373569,0.07233084405373569,0.07233084405373569,1.0279568275060238,1.0279568275060238,1.0279568275060238,0.0,0.0,0.0,9.02988830565626
2008-02-04,7.928264153122517,8.579055265980267,9.870426542047923,7.928264153122517,7.928264153122517,1.332919402201127,1.332919402201127,1.332919402201127,0.35189814616308823,0.35189814616308823,0.35189814616308823,0.9810212560380388,0.9810212560380388,0.9810212560380388,0.0,0.0,0.0,9.261183555323644
2008-02-05,7.9269276721485324,8.370314829572692,9.595455179489777,7.9269276721485324,7.9269276721485324,1.0394341526811406,1.0394341526811406,1.0394341526811406,0.11178812257096302,0.11178812257096302,0.11178812257096302,0.9276460301101778,0.9276460301101778,0.9276460301101778,0.0,0.0,0.0,8.966361824829672
2008-02-06,7.925591191174547,8.110377928765487,9.375406699530977,7.925591191174547,7.925591191174547,0.7916934216822032,0.7916934216822032,0.7916934216822032,-0.0764327255658311,-0.0764327255658311,-0.0764327255658311,0.8681261472480344,0.8681261472480344,0.8681261472480344,0.0,0.0,0.0,8.71728461285675
2008-02-07,7.924254710200564,7.998607756108839,9.281726681954199,7.924254710200564,7.924254710200564,0.7177259716313985,0.7177259716313985,0.7177259716313985,-0.08514907389400014,-0.08514907389400014,-0.08514907389400014,0.8028750455253987,0.8028750455253987,0.8028750455253987,0.0,0.0,0.0,8.641980681831962
2008-02-08,7.922918229226578,7.95565136968089,9.183711308894171,7.922918229226578,7.922918229226578,0.6538613715638342,0.6538613715638342,0.6538613715638342,-0.07856065022829639,-0.07856065022829639,-0.07856065022829639,0.7324220217921306,0.7324220217921306,0.7324220217921306,0.0,0.0,0.0,8.576779600790413
2008-02-09,7.921581748252594,7.678057551412865,8.970506819366394,7.921581748252594,7.921581748252594,0.3615320397601981,0.3615320397601981,0.3615320397601981,-0.2958746631002735,-0.2958746631002735,-0.2958746631002735,0.6574067028604715,0.6574067028604715,0.6574067028604715,0.0,0.0,0.0,8.283113788012791
2008-02-10,7.920245267278609,7.969504290463969,9.21545835307232,7.920245267278609,7.920245267278609,0.6509014489490552,0.6509014489490552,0.6509014489490552,0.07233084405400503,0.07233084405400503,0.07233084405400503,0.5785706048950501,0.5785706048950501,0.5785706048950501,0.0,0.0,0.0,8.571146716227664
2008-02-11,7.918908786304625,8.16719540292028,9.397657302768106,7.918908786304625,7.918908786304625,0.8486440434723403,0.8486440434723403,0.8486440434723403,0.35189814616285614,0.35189814616285614,0.35189814616285614,0.49674589730948415,0.49674589730948415,0.49674589730948415,0.0,0.0,0.0,8.767552829776966
2008-02-12,7.91757230533064,7.815216747680291,9.092667426497695,7.91757230533064,7.91757230533064,0.5246296896998914,0.5246296896998914,0.5246296896998914,0.11178812257031205,0.11178812257031205,0.11178812257031205,0.4128415671295794,0.4128415671295794,0.4128415671295794,0.0,0.0,0.0,8.442201995030532
2008-02-13,7.916235824356655,7.481750303252803,8.744892603342226,7.916235824356655,7.916235824356655,0.25139453016760843,0.25139453016760843,0.25139453016760843,-0.07643272556603603,-0.07643272556603603,-0.07643272556603603,0.32782725573364446,0.32782725573364446,0.32782725573364446,0.0,0.0,0.0,8.167630354524263
2008-02-14,7.91489934338267,7.4439529536434,8.690252110308426,7.91489934338267,7.91489934338267,0.15756603602036207,0.15756603602036207,0.15756603602036207,-0.08514907389410972,-0.08514907389410972,-0.08514907389410972,0.24271510991447182,0.24271510991447182,0.24271510991447182,0.0,0.0,0.0,8.072465379403033
2008-02-15,7.9135628624086864,7.35735917633562,8.53469708103442,7.913562862408687,7.913562862408687,0.07997940100862422,0.07997940100862422,0.07997940100862422,-0.07856065022803387,-0.07856065022803387,-0.07856065022803387,0.15854005123665807,0.15854005123665807,0.15854005123665807,0.0,0.0,0.0,7.993542263417311
2008-02-16,7.912226381434701,7.032534829015146,8.316796813770198,7.912226381434701,7.912226381434701,-0.21953574329414155,-0.21953574329414155,-0.21953574329414155,-0.29587466310037586,-0.29587466310037586,-0.29587466310037586,0.07633891980623435,0.07633891980623435,0.07633891980623435,0.0,0.0,0.0,7.69269063814056
2008-02-17,7.910889900460717,7.38457388812002,8.57822493520197,7.910889900460717,7.910889900460717,0.0694598332684178,0.0694598332684178,0.0694598332684178,0.0723308440542744,0.0723308440542744,0.0723308440542744,-0.002871010785856607,-0.002871010785856607,-0.002871010785856607,0.0,0.0,0.0,7.980349733729135
2008-02-18,7.909553419486731,7.585379369061304,8.80172903805996,7.909553419486731,7.909553419486731,0.2737845233826018,0.2737845233826018,0.2737845233826018,0.351898146162624,0.351898146162624,0.351898146162624,-0.07811362278002226,-0.07811362278002226,-0.07811362278002226,0.0,0.0,0.0,8.183337942869333
2008-02-19,7.908216938512747,7.275874749002306,8.479902372437582,7.908216938512747,7.908216938512747,-0.03668698666291378,-0.03668698666291378,-0.03668698666291378,0.11178812257028115,0.11178812257028115,0.11178812257028115,-0.14847510923319493,-0.14847510923319493,-0.14847510923319493,0.0,0.0,0.0,7.871529951849833
2008-02-20,7.906880457538762,6.985925471465189,8.239792263954259,7.906880457538762,7.906880457538762,-0.289556882027856,-0.289556882027856,-0.289556882027856,-0.07643272556592932,-0.07643272556592932,-0.07643272556592932,-0.21312415646192667,-0.21312415646192667,-0.21312415646192667,0.0,0.0,0.0,7.617323575510905
2008-02-21,7.905543976564776,6.903140091217326,8.221141509106431,7.905543976564776,7.905543976564776,-0.3564797045841164,-0.3564797045841164,-0.3564797045841164,-0.08514907389408086,-0.08514907389408086,-0.08514907389408086,-0.27133063069003555,-0.27133063069003555,-0.27133063069003555,0.0,0.0,0.0,7.54906427198066
2008-02-22,7.904207495590793,6.907308605004546,8.143975394036161,7.904207495590793,7.904207495590793,-0.4010429252083548,-0.4010429252083548,-0.4010429252083548,-0.07856065022814836,-0.07856065022814836,-0.07856065022814836,-0.3224822749802064,-0.3224822749802064,-0.3224822749802064,0.0,0.0,0.0,7.503164570382438
2008-02-23,7.9028710146168075,6.5876522699040425,7.917393249179028,7.9028710146168075,7.9028710146168075,-0.6619736287184258,-0.6619736287184258,-0.6619736287184258,-0.29587466310009275,-0.29587466310009275,-0.29587466310009275,-0.3660989656183331,-0.3660989656183331,-0.3660989656183331,0.0,0.0,0.0,7.240897385898382
2008-02-24,7.901534533642823,6.989705633680319,8.208226384557058,7.901534533642823,7.901534533642823,-0.329513288898127,-0.329513288898127,-0.329513288898127,0.07233084405483631,0.07233084405483631,0.07233084405483631,-0.4018441329529633,-0.4018441329529633,-0.4018441329529633,0.0,0.0,0.0,7.572021244744696
2008-02-25,7.900198052668838,7.224379807318672,8.459409724656673,7.900198052668838,7.900198052668838,-0.07763487273336545,-0.07763487273336545,-0.07763487273336545,0.35189814616298865,0.35189814616298865,0.35189814616298865,-0.4295330188963541,-0.4295330188963541,-0.4295330188963541,0.0,0.0,0.0,7.8225631799354725
2008-02-26,7.898861571694854,6.923391129682946,8.204114864288627,7.898861571694854,7.898861571694854,-0.3373493975929415,-0.3373493975929415,-0.3373493975929415,0.11178812257142912,0.11178812257142912,0.11178812257142912,-0.44913752016437064,-0.44913752016437064,-0.44913752016437064,0.0,0.0,0.0,7.561512174101913
2008-02-27,7.897525090720869,6.722588099634977,8.025436974799469,7.897525090720869,7.897525090720869,-0.537220176438025,-0.537220176438025,-0.537220176438025,-0.07643272556590998,-0.07643272556590998,-0.07643272556590998,-0.460787450872115,-0.460787450872115,-0.460787450872115,0.0,0.0,0.0,7.360304914282844
2008-02-29,7.894852128772899,6.787146906864853,8.00854252185204,7.894852128772899,7.894852128772899,-0.5400750872960912,-0.5400750872960912,-0.5400750872960912,-0.07856065022837243,-0.07856065022837243,-0.07856065022837243,-0.46151443706771883,-0.46151443706771883,-0.46151443706771883,0.0,0.0,0.0,7.354777041476808
2008-03-02,7.8921791668249295,6.908088802887339,8.150758335810131,7.8921791668249295,7.8921791668249295,-0.36339897022607254,-0.36339897022607254,-0.36339897022607254,0.07233084405388798,0.07233084405388798,0.07233084405388798,-0.4357298142799605,-0.4357298142799605,-0.4357298142799605,0.0,0.0,0.0,7.5287801965988566
2008-03-05,7.888169723902976,6.812292398506538,8.070604621656564,7.888169723902976,7.888169723902976,-0.43737191101430895,-0.43737191101430895,-0.43737191101430895,-0.0764327255658907,-0.0764327255658907,-0.0764327255658907,-0.3609391854484183,-0.3609391854484183,-0.3609391854484183,0.0,0.0,0.0,7.450797812888667
2008-03-06,7.886833242479501,6.879884857902574,8.15152252029017,7.886833242479501,7.886833242479501,-0.41533332385742794,-0.41533332385742794,-0.41533332385742794,-0.0851490738939291,-0.0851490738939291,-0.0851490738939291,-0.3301842499634989,-0.3301842499634989,-0.3301842499634989,0.0,0.0,0.0,7.471499918622072
2008-03-07,7.885496761056026,6.878215863145636,8.113443258577673,7.885496761056026,7.885496761056026,-0.37680502110312875,-0.37680502110312875,-0.37680502110312875,-0.07856065022805507,-0.07856065022805507,-0.07856065022805507,-0.29824437087507366,-0.29824437087507366,-0.29824437087507366,0.0,0.0,0.0,7.508691739952897
2008-03-08,7.88416027963255,6.624305277195043,7.91901598661267,7.88416027963255,7.88416027963255,-0.5620467467310573,-0.5620467467310573,-0.5620467467310573,-0.2958746631002328,-0.2958746631002328,-0.2958746631002328,-0.26617208363082456,-0.26617208363082456,-0.26617208363082456,0.0,0.0,0.0,7.322113532901493
2008-03-09,7.882823798209075,7.067630664629123,8.331086496054468,7.882823798209074,7.882823798209074,-0.16266576885793915,-0.16266576885793915,-0.16266576885793915,0.0723308440544499,0.0723308440544499,0.0723308440544499,-0.23499661291238902,-0.23499661291238902,-0.23499661291238902,0.0,0.0,0.0,7.720158029351136
2008-03-10,7.881487316785599,7.394616959480081,8.677025189659295,7.881487316785599,7.881487316785599,0.14619800844433742,0.14619800844433742,0.14619800844433742,0.35189814616285886,0.35189814616285886,0.35189814616285886,-0.20570013771852141,-0.20570013771852141,-0.20570013771852141,0.0,0.0,0.0,8.027685325229937
2008-03-11,7.880150835362124,7.172595952117587,8.425039040714848,7.880150835362124,7.880150835362124,-0.06740712567012334,-0.06740712567012334,-0.06740712567012334,0.11178812257074731,0.11178812257074731,0.11178812257074731,-0.17919524824087066,-0.17919524824087066,-0.17919524824087066,0.0,0.0,0.0,7.8127437096920005
2008-03-12,7.878814353938648,7.027421142534656,8.315662444734704,7.878814353938648,7.878814353938648,-0.2327368802323983,-0.2327368802323983,-0.2327368802323983,-0.07643272556600826,-0.07643272556600826,-0.07643272556600826,-0.15630415466639005,-0.15630415466639005,-0.15630415466639005,0.0,0.0,0.0,7.64607747370625
2008-03-13,7.877477872515174,6.987994768263119,8.303654077637486,7.877477872515174,7.877477872515174,-0.22288923839917496,-0.22288923839917496,-0.22288923839917496,-0.0851490738941327,-0.0851490738941327,-0.0851490738941327,-0.13774016450504226,-0.13774016450504226,-0.13774016450504226,0.0,0.0,0.0,7.654588634115999
2008-03-14,7.876141391091697,6.992543483733892,8.299983597407126,7.876141391091697,7.876141391091697,-0.20265253806619135,-0.20265253806619135,-0.20265253806619135,-0.07856065022773777,-0.07856065022773777,-0.07856065022773777,-0.12409188783845357,-0.12409188783845357,-0.12409188783845357,0.0,0.0,0.0,7.673488853025506
